,question,type,placeholders,naturalness,difficulty,dbpedia_entities
954,How do you evaluate Martin Luther King’s impact on the civil rights movement? Please explain your viewpoint.,critical,"{'person': 'Martin Luther King', 'field': 'civil rights movement'}",high,medium,"{'person': 'http://dbpedia.org/resource/Martin_Luther_King_Jr.', 'field': 'http://dbpedia.org/resource/African-American_Civil_Rights_Movement_(1954–1968)'}"
955,Please describe Nelson Mandela’s contributions to the fight against apartheid.,descriptive,{'person': 'Nelson Mandela'},high,medium,{'person': 'http://dbpedia.org/resource/Nelson_Mandela'}
956,Explain the relationship between the Roman Empire and the Silk Road and its significance.,explanatory,"{'entity A': 'the Roman Empire', 'entity B': 'the Silk Road'}",high,medium,"{'entity A': 'http://dbpedia.org/resource/Roman_Empire', 'entity B': 'http://dbpedia.org/resource/Silk_Road'}"
957,"Based on current technological trends, how do you predict the future of artificial intelligence will develop?",predictive,{'event': 'the future of artificial intelligence'},high,medium,{'event': 'http://dbpedia.org/resource/Artificial_intelligence'}
958,Compare and contrast the approaches of capitalism and socialism in terms of economic inequality.,comparative,"{'entity A': 'capitalism', 'entity B': 'socialism', 'aspect': 'economic inequality'}",high,medium,"{'entity A': 'http://dbpedia.org/resource/Capitalism', 'entity B': 'http://dbpedia.org/resource/Socialism'}"
959,How do you evaluate the impact of the Internet on global communication? Please explain your viewpoint.,critical,"{'event': 'the Internet', 'field': 'global communication'}",high,medium,"{'event': 'http://dbpedia.org/resource/Internet', 'field': 'http://dbpedia.org/resource/Communication'}"
960,Please describe Winston Churchill’s contributions to World War II.,descriptive,{'person': 'Winston Churchill'},high,medium,{'person': 'http://dbpedia.org/resource/Winston_Churchill'}
961,Why did Mahatma Gandhi choose to lead non-violent protests during the Indian independence movement?,explanatory,"{'person': 'Mahatma Gandhi', 'action': 'lead non-violent protests', 'time': 'the Indian independence movement'}",high,medium,"{'person': 'http://dbpedia.org/resource/Mahatma_Gandhi', 'time': 'http://dbpedia.org/resource/Indian_independence_movement'}"
962,"Based on the current trends in renewable energy adoption, how do you predict the energy sector will evolve in the next decade?",predictive,{'event': 'renewable energy adoption'},high,medium,{'event': 'http://dbpedia.org/resource/Renewable_energy'}
963,Compare and contrast the economic policies of Ronald Reagan and Franklin D. Roosevelt.,comparative,"{'entity A': 'Ronald Reagan', 'entity B': 'Franklin D. Roosevelt', 'aspect': 'economic policies'}",high,medium,"{'entity A': 'http://dbpedia.org/resource/Ronald_Reagan', 'entity B': 'http://dbpedia.org/resource/Franklin_D._Roosevelt'}"
964,How do you evaluate the impact of the Industrial Revolution on modern manufacturing? Please explain your viewpoint.,critical,"{'event': 'Industrial Revolution', 'field': 'modern manufacturing'}",high,medium,"{'event': 'http://dbpedia.org/resource/Industrial_Revolution', 'field': 'http://dbpedia.org/resource/Manufacturing'}"
965,Describe a shark’s significant contributions to marine ecosystems.,descriptive,{'person': 'shark'},high,medium,{'person': 'http://dbpedia.org/resource/Shark'}
966,Why did the Berlin Wall fall in 1989?,explanatory,"{'person': 'Berlin Wall', 'action': 'fall', 'time': '1989'}",high,medium,"{'person': 'http://dbpedia.org/resource/Berlin_Wall', 'time': 'http://dbpedia.org/resource/1989'}"
967,"Based on current trends in renewable energy, how do you predict advancements in solar technology will develop?",predictive,"{'entity': 'renewable energy', 'event': 'advancements in solar technology'}",high,medium,"{'entity': 'http://dbpedia.org/resource/Renewable_energy', 'event': 'http://dbpedia.org/resource/Solar_energy'}"
968,Compare and contrast the similarities and differences between the American and French Revolutions in their causes and outcomes.,comparative,"{'entity A': 'American Revolution', 'entity B': 'French Revolution', 'aspect': 'causes and outcomes'}",high,hard,"{'entity A': 'http://dbpedia.org/resource/American_Revolution', 'entity B': 'http://dbpedia.org/resource/French_Revolution', 'aspect': 'http://dbpedia.org/resource/Cause_and_effect'}"
969,How do you evaluate the impact of the internet on the news dissemination? Please explain your viewpoint.,critical,"{'person/event': 'internet', 'field': 'news dissemination'}",high,medium,"{'person/event': 'http://dbpedia.org/resource/Internet', 'field': 'http://dbpedia.org/resource/News'}"
970,Please describe Marie Curie's contributions to the field of radioactivity.,descriptive,{'person': 'Marie Curie'},high,medium,{'person': 'http://dbpedia.org/resource/Marie_Curie'}
971,Explain the relationship between the United Nations and the World Health Organization and its significance.,explanatory,"{'entity A': 'United Nations', 'entity B': 'World Health Organization'}",high,medium,"{'entity A': 'http://dbpedia.org/resource/United_Nations', 'entity B': 'http://dbpedia.org/resource/World_Health_Organization'}"
972,"Based on Google's historical behavior, in which fields do you think it might innovate in the future?",predictive,{'entity': 'Google'},high,medium,{'entity': 'http://dbpedia.org/resource/Google'}
973,Compare and contrast the educational approaches of Montessori and Waldorf schools.,comparative,"{'entity A': 'Montessori schools', 'entity B': 'Waldorf schools', 'aspect': 'educational approaches'}",high,medium,"{'entity A': 'http://dbpedia.org/resource/Montessori_education', 'entity B': 'http://dbpedia.org/resource/Waldorf_education'}"
974,How do you evaluate the impact of social media on modern political campaigns? Please explain your viewpoint.,critical,"{'person/event': 'social media', 'field': 'modern political campaigns'}",high,medium,"{'person/event': 'http://dbpedia.org/resource/Social_media', 'field': 'http://dbpedia.org/resource/Political_campaign'}"
975,Please describe Marie Curie’s contributions to the field of radioactivity.,descriptive,{'person': 'Marie Curie'},high,medium,{'person': 'http://dbpedia.org/resource/Marie_Curie'}
976,Explain the relationship between the Industrial Revolution and urbanization and its significance.,explanatory,"{'entity A': 'Industrial Revolution', 'entity B': 'urbanization'}",high,medium,"{'entity A': 'http://dbpedia.org/resource/Industrial_Revolution', 'entity B': 'http://dbpedia.org/resource/Urbanization'}"
977,"Based on the historical behavior of NASA, what advancements do you think it might achieve in the next decade?",predictive,{'entity': 'NASA'},high,medium,{'entity': 'http://dbpedia.org/resource/NASA'}
978,Compare and contrast the similarities and differences between democracy and autocracy in terms of citizen participation.,comparative,"{'entity A': 'democracy', 'entity B': 'autocracy', 'aspect': 'citizen participation'}",high,medium,"{'entity A': 'http://dbpedia.org/resource/Democracy', 'entity B': 'http://dbpedia.org/resource/Autocracy'}"
979,How do you evaluate Leonardo da Vinci’s impact on art and science? Please explain your viewpoint.,critical,"{'person/event': 'Leonardo da Vinci', 'field': 'art and science'}",high,medium,"{'person/event': 'http://dbpedia.org/resource/Leonardo_da_Vinci', 'field': ['http://dbpedia.org/resource/Art', 'http://dbpedia.org/resource/Science']}"
980,Please describe Marie Curie’s contributions to the field of chemistry.,descriptive,{'person': 'Marie Curie'},high,medium,{'person': 'http://dbpedia.org/resource/Marie_Curie'}
981,Why did Galileo choose to defend the heliocentric model in the 17th century?,explanatory,"{'person': 'Galileo', 'action': 'defend the heliocentric model', 'time': '17th century'}",high,hard,"{'person': 'http://dbpedia.org/resource/Galileo_Galilei', 'action': 'http://dbpedia.org/page/Heliocentrism'}"
982,"Based on the current trends in renewable energy, how do you predict the role of solar power will develop?",predictive,"{'current situation': 'current trends in renewable energy', 'event': 'the role of solar power'}",high,medium,"{'current situation': 'http://dbpedia.org/page/Renewable_energy', 'event': 'http://dbpedia.org/resource/Solar_power'}"
983,Compare and contrast the teaching philosophies of John Dewey and Maria Montessori.,comparative,"{'entity A': 'John Dewey', 'entity B': 'Maria Montessori', 'aspect': 'teaching philosophies'}",high,medium,"{'entity A': 'http://dbpedia.org/resource/John_Dewey', 'entity B': 'http://dbpedia.org/resource/Maria_Montessori'}"
984,How do you evaluate the impact of the Industrial Revolution on modern economic structures? Please explain your viewpoint.,critical,"{'event': 'Industrial Revolution', 'field': 'modern economic structures'}",high,hard,"{'event': 'http://dbpedia.org/resource/Industrial_Revolution', 'field': 'http://dbpedia.org/resource/Economy'}"
985,Please describe Marie Curie's contributions to the field of radioactivity.,descriptive,{'person': 'Marie Curie'},high,medium,{'person': 'http://dbpedia.org/resource/Marie_Curie'}
986,Why did Neil Armstrong take the first step on the moon in 1969?,explanatory,"{'person': 'Neil Armstrong', 'action': 'take the first step on the moon', 'time': '1969'}",high,medium,"{'person': 'http://dbpedia.org/resource/Neil_Armstrong', 'action': 'http://dbpedia.org/resource/Apollo_11', 'time': 'http://dbpedia.org/resource/1969'}"
987,"Based on Apple's historical behavior, in which fields do you think it might innovate in the future?",predictive,{'entity': 'Apple'},high,medium,{'entity': 'http://dbpedia.org/resource/Apple_Inc.'}
988,Compare and contrast the similarities and differences between the leadership styles of Mahatma Gandhi and Nelson Mandela.,comparative,"{'entity A': 'Mahatma Gandhi', 'entity B': 'Nelson Mandela', 'aspect': 'leadership styles'}",high,medium,"{'entity A': 'http://dbpedia.org/resource/Mahatma_Gandhi', 'entity B': 'http://dbpedia.org/resource/Nelson_Mandela'}"
989,How do you evaluate the impact of the Industrial Revolution on modern economic systems? Please explain your viewpoint.,critical,"{'person/event': 'Industrial Revolution', 'field': 'modern economic systems'}",high,hard,"{'person/event': 'http://dbpedia.org/resource/Industrial_Revolution', 'field': 'http://dbpedia.org/resource/Economic_system'}"
990,Please describe Marie Curie’s contributions to the field of chemistry.,descriptive,{'person': 'Marie Curie'},high,easy,{'person': 'http://dbpedia.org/resource/Marie_Curie'}
991,Explain the relationship between Leonardo da Vinci and the Renaissance movement and its significance.,explanatory,"{'entity A': 'Leonardo da Vinci', 'entity B': 'Renaissance'}",high,medium,"{'entity A': 'http://dbpedia.org/resource/Leonardo_da_Vinci', 'entity B': 'http://dbpedia.org/resource/Renaissance'}"
992,"Based on the current technological advancements, how do you predict artificial intelligence will impact the job market?",predictive,{'event': 'artificial intelligence'},high,medium,{'event': 'http://dbpedia.org/resource/Artificial_intelligence'}
993,Compare and contrast the similarities and differences between the Roman Empire and the British Empire in terms of their colonial strategies.,comparative,"{'entity A': 'Roman Empire', 'entity B': 'British Empire', 'aspect': 'colonial strategies'}",high,medium,"{'entity A': 'http://dbpedia.org/resource/Roman_Empire', 'entity B': 'http://dbpedia.org/resource/British_Empire'}"
994,How do you evaluate the impact of the Industrial Revolution on modern economic systems? Please explain your viewpoint.,critical,"{'person/event': 'Industrial Revolution', 'field': 'modern economic systems'}",high,hard,{'person/event': 'http://dbpedia.org/resource/Industrial_Revolution'}
995,Describe Marie Curie's significant contributions during her career.,descriptive,{'person': 'Marie Curie'},high,medium,{'person': 'http://dbpedia.org/resource/Marie_Curie'}
996,Explain the relationship between the Industrial Revolution and modern economic growth and its significance.,explanatory,"{'entity A': 'Industrial Revolution', 'entity B': 'modern economic growth'}",high,hard,"{'entity A': 'http://dbpedia.org/resource/Industrial_Revolution', 'entity B': 'http://dbpedia.org/resource/Economic_growth'}"
997,"Based on the current technological trends, how do you predict artificial intelligence will develop?",predictive,{'event': 'artificial intelligence development'},high,medium,{'event': 'http://dbpedia.org/resource/Artificial_intelligence'}
998,Compare and contrast the similarities and differences between the French Revolution and the American Revolution in terms of their ideological foundations.,comparative,"{'entity A': 'French Revolution', 'entity B': 'American Revolution', 'aspect': 'ideological foundations'}",high,hard,"{'entity A': 'http://dbpedia.org/resource/French_Revolution', 'entity B': 'http://dbpedia.org/resource/American_Revolution'}"
