,question,type,placeholders,naturalness,difficulty,dbpedia_entities,id,dbpedia_entities_re
456,How do you evaluate the impact of the COVID-19 pandemic on global economic policies? Please explain your viewpoint.,critical,"{'event': 'COVID-19 pandemic', 'field': 'global economic policies'}",high,hard,"{'event': 'http://dbpedia.org/resource/COVID-19_pandemic', 'field': 'http://dbpedia.org/resource/Economic_policy'}",456,"{'event': 'COVID-19_pandemic', 'field': 'Economic_policy'}"
457,"Based on the current global economic trends, how do you predict the cryptocurrency market will develop?",predictive,{'event': 'cryptocurrency market'},high,medium,{'event': 'http://dbpedia.org/resource/Cryptocurrency'},457,{'event': 'Cryptocurrency'}
458,Please describe Albert Einstein’s contributions to the field of physics.,descriptive,"{'person': 'Albert Einstein', 'field': 'physics'}",high,medium,"{'person': 'http://dbpedia.org/resource/Albert_Einstein', 'field': 'http://dbpedia.org/resource/Physics'}",458,"{'person': 'Albert_Einstein', 'field': 'Physics'}"
459,Why did Nixon choose to resign from the presidency in 1974?,explanatory,"{'person': 'Nixon', 'action': 'resign', 'time': '1974'}",high,medium,"{'person': 'http://dbpedia.org/resource/Richard_Nixon', 'action': 'http://dbpedia.org/resource/Resignation', 'time': 'http://dbpedia.org/resource/1974'}",459,"{'person': 'Richard_Nixon', 'action': 'Resignation', 'time': '1974'}"
460,How do you think machine learning technology can be applied to medical diagnostics? Please provide specific suggestions.,critical,"{'theory/method': 'machine learning technology', 'practical issue': 'medical diagnostics'}",high,hard,"{'theory/method': 'http://dbpedia.org/resource/Machine_learning', 'practical issue': 'http://dbpedia.org/resource/Medical_diagnosis'}",460,"{'theory/method': 'Machine_learning', 'practical issue': 'Medical_diagnosis'}"
461,Why did Winston Churchill take a stance against appeasement before World War II?,explanatory,"{'person': 'Winston Churchill', 'action': 'take a stance against appeasement', 'time': 'before World War II'}",high,medium,"{'person': 'http://dbpedia.org/resource/Winston_Churchill', 'time': 'http://dbpedia.org/resource/World_War_II'}",461,"{'person': 'Winston_Churchill', 'time': 'World_War_II'}"
462,Why did Winston Churchill deliver the Iron Curtain speech in 1946?,explanatory,"{'person': 'Winston Churchill', 'action': 'deliver the Iron Curtain speech', 'time': '1946'}",high,medium,"{'person': 'http://dbpedia.org/resource/Winston_Churchill', 'action': 'http://dbpedia.org/resource/Iron_Curtain'}",462,"{'person': 'Winston_Churchill', 'action': 'Iron_Curtain'}"
463,"Based on the current economic trends, how do you predict the global job market will develop in the next decade?",predictive,"{'current situation': 'current economic trends', 'event': 'global job market'}",high,medium,{},463,{}
464,How do you evaluate the impact of the Industrial Revolution on modern manufacturing industries? Please explain your viewpoint.,critical,"{'person/event': 'Industrial Revolution', 'field': 'modern manufacturing industries'}",high,hard,{'person/event': 'http://dbpedia.org/resource/Industrial_Revolution'},464,{'person/event': 'Industrial_Revolution'}
465,Why did Mahatma Gandhi choose to launch the Quit India Movement in 1942?,explanatory,"{'person': 'Mahatma Gandhi', 'action': 'launch the Quit India Movement', 'time': '1942'}",high,medium,"{'person': 'http://dbpedia.org/resource/Mahatma_Gandhi', 'action': 'http://dbpedia.org/resource/Quit_India_Movement'}",465,"{'person': 'Mahatma_Gandhi', 'action': 'Quit_India_Movement'}"
466,"Based on the current economic indicators, how do you predict the stock market will perform in the next year?",predictive,"{'event': 'stock market performance', 'time': 'next year'}",high,hard,{'event': 'http://dbpedia.org/resource/Stock_market'},466,{'event': 'Stock_market'}
467,Compare and contrast the educational philosophies of Maria Montessori and John Dewey.,comparative,"{'entity A': 'Maria Montessori', 'entity B': 'John Dewey', 'aspect': 'educational philosophies'}",high,medium,"{'entity A': 'http://dbpedia.org/resource/Maria_Montessori', 'entity B': 'http://dbpedia.org/resource/John_Dewey'}",467,"{'entity A': 'Maria_Montessori', 'entity B': 'John_Dewey'}"
468,Why did the United States decide to launch the Apollo 11 mission in 1969?,explanatory,"{'person': 'United States', 'action': 'launch the Apollo 11 mission', 'time': '1969'}",high,hard,"{'person': 'http://dbpedia.org/resource/United_States', 'action': 'http://dbpedia.org/resource/Apollo_11'}",468,"{'person': 'United_States', 'action': 'Apollo_11'}"
469,"Based on the current trends in artificial intelligence research, how do you predict advancements in autonomous vehicles will develop?",predictive,"{'entity': 'artificial intelligence research', 'event': 'advancements in autonomous vehicles'}",high,medium,"{'entity': 'http://dbpedia.org/resource/Artificial_intelligence', 'event': 'http://dbpedia.org/resource/Autonomous_car'}",469,"{'entity': 'Artificial_intelligence', 'event': 'Autonomous_car'}"
470,Compare and contrast the economic impacts of the Great Depression and the 2008 Financial Crisis on the global economy.,comparative,"{'entity A': 'Great Depression', 'entity B': '2008 Financial Crisis', 'aspect': 'economic impacts'}",high,hard,"{'entity A': 'http://dbpedia.org/resource/Great_Depression', 'entity B': 'http://dbpedia.org/resource/Financial_crisis_of_2007–08'}",470,"{'entity A': 'Great_Depression', 'entity B': 'Financial_crisis_of_2007–08'}"
471,"Based on the current situation, how do you predict electric vehicle adoption will develop?",predictive,{'event': 'electric vehicle adoption'},high,medium,{'event': 'http://dbpedia.org/resource/Electric_vehicle'},471,{'event': 'Electric_vehicle'}
472,How do you evaluate the impact of the Industrial Revolution on modern economic theories? Please explain your viewpoint.,critical,"{'person/event': 'Industrial Revolution', 'field': 'modern economic theories'}",high,hard,"{'person/event': 'http://dbpedia.org/resource/Industrial_Revolution', 'field': 'http://dbpedia.org/resource/Economic_theory'}",472,"{'person/event': 'Industrial_Revolution', 'field': 'Economic_theory'}"
473,"Based on the current situation, how do you predict electric vehicle adoption will develop?",predictive,{'event': 'electric vehicle adoption'},high,medium,{'event': 'http://dbpedia.org/resource/Electric_car'},473,{'event': 'Electric_car'}
474,How do you evaluate the impact of the Internet on global communication? Please explain your viewpoint.,critical,"{'event': 'Internet', 'field': 'global communication'}",high,medium,"{'event': 'http://dbpedia.org/resource/Internet', 'field': 'http://dbpedia.org/resource/Communication'}",474,"{'event': 'Internet', 'field': 'Communication'}"
475,Why did Marie Curie choose to pursue research in radioactivity?,explanatory,"{'person': 'Marie Curie', 'action': 'pursue research in radioactivity', 'time': ''}",high,medium,{'person': 'http://dbpedia.org/resource/Marie_Curie'},475,{'person': 'Marie_Curie'}
476,"Based on Elon Musk's historical behavior, in which fields do you think he might innovate in the future?",predictive,{'entity': 'Elon Musk'},high,medium,{'entity': 'http://dbpedia.org/resource/Elon_Musk'},476,{'entity': 'Elon_Musk'}
477,Explain the relationship between the European Union and the United Nations and its significance.,explanatory,"{'entity A': 'European Union', 'entity B': 'United Nations'}",high,medium,"{'entity A': 'http://dbpedia.org/resource/European_Union', 'entity B': 'http://dbpedia.org/resource/United_Nations'}",477,"{'entity A': 'European_Union', 'entity B': 'United_Nations'}"
478,"Based on the current advancements in AI, how do you predict autonomous vehicles will evolve in the next decade?",predictive,{'entity': 'autonomous vehicles'},high,medium,{'entity': 'http://dbpedia.org/resource/Autonomous_car'},478,{'entity': 'Autonomous_car'}
479,Compare and contrast the similarities and differences between the American Civil War and the French Revolution in terms of their causes and outcomes.,comparative,"{'entity A': 'American Civil War', 'entity B': 'French Revolution', 'aspect': 'causes and outcomes'}",high,hard,"{'entity A': 'http://dbpedia.org/resource/American_Civil_War', 'entity B': 'http://dbpedia.org/resource/French_Revolution'}",479,"{'entity A': 'American_Civil_War', 'entity B': 'French_Revolution'}"
480,How do you evaluate the impact of social media on contemporary political campaigns? Please explain your viewpoint.,critical,"{'person/event': 'social media', 'field': 'contemporary political campaigns'}",high,medium,{'person/event': 'http://dbpedia.org/resource/Social_media'},480,{'person/event': 'Social_media'}
481,Why did Nelson Mandela choose to pursue a policy of reconciliation after being released from prison?,explanatory,"{'person': 'Nelson Mandela', 'action': 'pursue a policy of reconciliation', 'time': 'after being released from prison'}",high,medium,{'person': 'http://dbpedia.org/resource/Nelson_Mandela'},481,{'person': 'Nelson_Mandela'}
482,"Based on the current trends, how do you predict artificial intelligence technology will evolve over the next decade?",predictive,{'event': 'artificial intelligence technology'},high,medium,{'event': 'http://dbpedia.org/resource/Artificial_intelligence'},482,{'event': 'Artificial_intelligence'}
483,Compare and contrast the healthcare systems of Canada and the United States in terms of accessibility.,comparative,"{'entity A': 'Canada', 'entity B': 'United States', 'aspect': 'accessibility'}",high,medium,"{'entity A': 'http://dbpedia.org/resource/Canada', 'entity B': 'http://dbpedia.org/resource/United_States'}",483,"{'entity A': 'Canada', 'entity B': 'United_States'}"
484,Describe the significant contributions of Ada Lovelace to the field of computing.,descriptive,"{'person': 'Ada Lovelace', 'field': 'computing'}",high,medium,"{'person': 'http://dbpedia.org/resource/Ada_Lovelace', 'field': 'http://dbpedia.org/resource/Computing'}",484,"{'person': 'Ada_Lovelace', 'field': 'Computing'}"
485,"Based on the current advancements, how do you predict artificial intelligence will develop in the next decade?",predictive,"{'current situation': 'the current advancements', 'event': 'artificial intelligence development'}",high,medium,"{'current situation': 'http://dbpedia.org/resource/Artificial_intelligence', 'event': 'http://dbpedia.org/resource/History_of_artificial_intelligence'}",485,"{'current situation': 'Artificial_intelligence', 'event': 'History_of_artificial_intelligence'}"
486,Compare and contrast the educational philosophies of Montessori and traditional schooling systems.,comparative,"{'entity A': 'Montessori', 'entity B': 'traditional schooling', 'aspect': 'educational philosophies'}",high,medium,"{'entity A': 'http://dbpedia.org/resource/Montessori_education', 'entity B': 'http://dbpedia.org/resource/Education'}",486,"{'entity A': 'Montessori_education', 'entity B': 'Education'}"
487,How do you evaluate the impact of social media on youth mental health? Please explain your viewpoint.,critical,"{'person/event': 'social media', 'field': 'youth mental health'}",high,hard,"{'person/event': 'http://dbpedia.org/resource/Social_media', 'field': 'http://dbpedia.org/resource/Mental_health'}",487,"{'person/event': 'Social_media', 'field': 'Mental_health'}"
488,Explain the relationship between the Ottoman Empire and the Byzantine Empire and its significance.,explanatory,"{'entity A': 'Ottoman Empire', 'entity B': 'Byzantine Empire'}",high,medium,"{'entity A': 'http://dbpedia.org/resource/Ottoman_Empire', 'entity B': 'http://dbpedia.org/resource/Byzantine_Empire'}",488,"{'entity A': 'Ottoman_Empire', 'entity B': 'Byzantine_Empire'}"
489,"Based on the current advancements, how do you predict artificial intelligence technology will develop in the next decade?",predictive,{'event': 'advancements in artificial intelligence technology'},high,medium,{'event': 'http://dbpedia.org/resource/Artificial_intelligence'},489,{'event': 'Artificial_intelligence'}
490,How do you evaluate the impact of the Industrial Revolution on modern economic systems? Please explain your viewpoint.,critical,"{'event': 'Industrial Revolution', 'field': 'modern economic systems'}",high,hard,"{'event': 'http://dbpedia.org/resource/Industrial_Revolution', 'field': 'http://dbpedia.org/resource/Economics'}",490,"{'event': 'Industrial_Revolution', 'field': 'Economics'}"
491,Compare and contrast the similarities and differences between the Roman Empire and the Ottoman Empire in terms of administration.,comparative,"{'entity A': 'Roman Empire', 'entity B': 'Ottoman Empire', 'aspect': 'administration'}",high,hard,"{'entity A': 'http://dbpedia.org/resource/Roman_Empire', 'entity B': 'http://dbpedia.org/resource/Ottoman_Empire'}",491,"{'entity A': 'Roman_Empire', 'entity B': 'Ottoman_Empire'}"
492,How do you evaluate the impact of Plato's philosophy on modern education? Please explain your viewpoint.,critical,"{'person/event': ""Plato's philosophy"", 'field': 'modern education'}",high,hard,"{'person/event': 'http://dbpedia.org/resource/Plato', 'field': 'http://dbpedia.org/resource/Education'}",492,"{'person/event': 'Plato', 'field': 'Education'}"
493,Why did Neil Armstrong decide to become an astronaut?,explanatory,"{'person': 'Neil Armstrong', 'action': 'become an astronaut', 'time': ''}",high,medium,{'person': 'http://dbpedia.org/resource/Neil_Armstrong'},493,{'person': 'Neil_Armstrong'}
494,"Based on current scientific advancements, how do you predict space tourism will develop in the next decade?",predictive,"{'entity': '', 'event': 'space tourism'}",high,hard,{'event': 'http://dbpedia.org/resource/Space_tourism'},494,{'event': 'Space_tourism'}
